objectid,filename,title,creator,date,description,publisher,subject,subject_2,yontem,period,important_names,important_institutions,place_of_birth,latitude,longitude,veriyi_giren,format
hatirat_0312,Acı Zamanlar,Acı Zamanlar,Naciye Sultan,1992,Acı Zamanlar,Burak Yayınları,,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918);Cumhuriyet Dönemi,Enver Paşa;Naciye Sultan,İttihat ve Terakki Cemiyeti;Osmanlı Devleti,İstanbul,41.013611,28.955,Şehide ARMAN,text
hatirat_0313,"İhtilal ve İnkılab-ı Osmanî, İstanbul 1909","İhtilal ve İnkılab-ı Osmanî, İstanbul 1909",Yunus Nadi,,"İhtilal ve İnkılab-ı Osmanî, İstanbul 1909",,Gazeteci Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,,II. Abdülhamid;İttihat ve Terakki Cemiyeti üyeleri;Hareket Ordusu Komutanları;Yunus Nadi,Yıldız Sarayı;Osmanlı Devleti;Meclis-i Mebusan;İttihat ve Terakki,Muğla,37.030278,28.506389,Şehide ARMAN,text
hatirat_0314,Hatırat-ı Niyazi yahut Tarihçe-i İnkılab-ı Kebir-i Osmani’den Bir Sahifa,Hatırat-ı Niyazi yahut Tarihçe-i İnkılab-ı Kebir-i Osmani’den Bir Sahifa,Niyazi Resneli,1910,Hatırat-ı Niyazi yahut Tarihçe-i İnkılab-ı Kebir-i Osmani’den Bir Sahifa,Sabah Matbaası,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918),II. Abdülhamid;Resneli Niyazi;İttihat ve Terakki Cemiyeti Üyeleri,Osmanlı Devleti;İttihat ve Terakki Cemiyeti,Kuzey Makedonya,42,21.433333,Şehide ARMAN,text
hatirat_0315,Cemiyet-i Hafiye,Cemiyet-i Hafiye,Rıza Nur,1911,Cemiyet-i Hafiye,Selanik Matbaası,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,,II. Abdülhamid;Cemiyet-i Hafiye'nin üyeleri;Doktor Münir;Şerif Paşa;Rıza Nur,Cemiyet-i Hafiye;Yıldız Sarayı,Sinop,42.026667,35.151111,Şehide ARMAN,text
hatirat_0316,Gurbet Dağarcığı 1913–1919,Gurbet Dağarcığı 1913–1919,Rıza Nur,1919,Gurbet Dağarcığı 1913–1919,Matbaa-i Hindiyye,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar;Şehir/semt/mekan/yapı odaklı hatıratlar,Otobiyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918),Rıza Nur,,Sinop,42.026667,35.151111,Şehide ARMAN,text
hatirat_0317,Hayat ve Hatıratım (4 cilt),Hayat ve Hatıratım (4 cilt),Rıza Nur,1967,Hayat ve Hatıratım (4 cilt),Altındağ Yayınları,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,Cumhuriyet Dönemi,Mustafa Kemal Atatürk;İsmet İnönü;Rauf Orbay,Türkiye Büyük Millet Meclisi;Osmanlı Devleti,Sinop,42.026667,35.151111,Şehide ARMAN,text
hatirat_0318,Hürriyet ve İtilaf Fırkası Nasıl Doğdu?Nasıl Öldü?,Hürriyet ve İtilaf Fırkası Nasıl Doğdu?Nasıl Öldü?,Rıza Nur,1996,Hürriyet ve İtilaf Fırkası Nasıl Doğdu?Nasıl Öldü?,Kitapevi,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,,Damat Ferit Paşa;Miralay Sadık Bey;Gümülcineli İsmail Bey;'Filozof' Rıza Tevik (Bölükbaşı);Refik Halit Karay;Ali Kemal;Lütfi Fikri (Düşünsel);Rıza Nur,Hürriyet ve İtilaf Fırkası;Meclis-i Mebusan;İttihat ve Terakki;,Sinop,42.026667,35.151111,Şehide ARMAN,text
hatirat_0319,Yanya’dan Ankara’ya,Yanya’dan Ankara’ya,İsmail Hakkı Okday,1975,Yanya’dan Ankara’ya,Sebil Yayınları,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,Cumhuriyet Dönemi,Göçmenler;İsmail Hakkı Okday,Osmanlı Devleti;Cumhuriyet Yönetimi;İttihat ve Terakki,Atina,37.984167,23.728056,Şehide ARMAN,text
hatirat_0320,Büyükbababm Son Sadrazam Ahmed Tevfik Paşa,Büyükbababm Son Sadrazam Ahmed Tevfik Paşa,Şefik Okday,1986,Büyükbababm Son Sadrazam Ahmed Tevfik Paşa,Marsan Matbaacılık,Beyaz Yakalı Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik/Biyografik Anlatılar,Cumhuriyet Dönemi,Ahmet Tevfik Paşa;II. Abdülhamid;Damat Ferit Paşa;Sultan Vahdeddin,Osmanlı Devleti;Meclis-i Mebusan;İttihat ve Terakki,Berlin,52.5,13.4,Şehide ARMAN,text
hatirat_0321,Osmanlı’dan Cumhuriyet’e: Padişah Yaveri İki Sadrazam Oğlu Anlatıyor,Osmanlı’dan Cumhuriyet’e: Padişah Yaveri İki Sadrazam Oğlu Anlatıyor,Şefik Okday,1988,Osmanlı’dan Cumhuriyet’e: Padişah Yaveri İki Sadrazam Oğlu Anlatıyor,Sema Matbaacılık,Beyaz Yakalı Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik/Biyografik Anlatılar,Cumhuriyet Dönemi,Ahmet Tevfik Paşa;Ali Nuri Okday;İsmail Hakkı Okday;Sultan Vahdettin;Damat Ferit Paşa,Yıldız Sarayı;Osmanlı Devleti;Meclis-i Mebusan,Berlin,52.5,13.4,Şehide ARMAN,text
hatirat_0322,Üç Devirde Bir Adam,Üç Devirde Bir Adam,Fethi Okyar,1980,Üç Devirde Bir Adam,Tercüman Yayınları,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918);Cumhuriyet Dönemi,Mustafa Kemal Atatürk;İsmet İnönü;Ali Fuat Cebesoy,TBMM;İttihat ve Terakki;Osmanlı Devleti,Pirlepe,41.344444,21.552778,Şehide ARMAN,text
hatirat_0323,Mütareke Acıları (İstanbul’da Mütareke Arifesinden İşgale Kadar Geçen Kara Günlerin Acı Hatıraları),Mütareke Acıları (İstanbul’da Mütareke Arifesinden İşgale Kadar Geçen Kara Günlerin Acı Hatıraları),Kemalettin Şükrü Orbay,1930,Mütareke Acıları (İstanbul’da Mütareke Arifesinden İşgale Kadar Geçen Kara Günlerin Acı Hatıraları),Selamet Matbaası,Beyaz Yakalı Hatıratları,Önemli tarihi olayları konu edinen hatıratlar;Savaş hatıratları,Otobiyografik Anlatılar,Cumhuriyet Dönemi,,Osmanlı Devleti,İstanbul,41.013611,28.955,Şehide ARMAN,text
hatirat_0324,"Cehennem Değirmeni, Siyasi Hatıralarım 2 Cilt","Cehennem Değirmeni, Siyasi Hatıralarım 2 Cilt",Rauf Orbay,1993,"Cehennem Değirmeni, Siyasi Hatıralarım 2 Cilt",Emre Yayınları,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,,Rauf Orbay;Damat Ferit Paşa;Mustafa Kemal Atatürk;,Meclis-i Vükela;Osmanlı Devleti,İstanbul,41.013611,28.955,Şehide ARMAN,text
hatirat_0325,Orhan Kemal’in Babası Abdülkadir Kemali’nin Anıları,Orhan Kemal’in Babası Abdülkadir Kemali’nin Anıları,Rauf Orbay,2005,Orhan Kemal’in Babası Abdülkadir Kemali’nin Anıları,Epsilon Yayınları,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar;Otobiyografik/Biyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918),"Orhan Kemal;Abdülkadir Kemali;Abdülkadir Kemali'nin eşi, çocukları ve diğer akrabaları",Osmanlı Devleti;Cumhuriyet Yönetimi,İstanbul,41.013611,28.955,Şehide ARMAN,text
hatirat_0326,Babam Sultan Abdülhamid,Babam Sultan Abdülhamid,Ayşe Osmanoğlu,1960,Babam Sultan Abdülhamid,Güven Basımevi,,Aile odaklı hatıratlar,Otobiyografik/Biyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918),II. Abdülhamid;Ayşe Osmanoğlu;Abdülhamid’in eşi ve diğer çocukları,Yıldız Sarayı;Beylerbeyi Sarayı;Osmanlı İmparatorluğu,İstanbul,41.013611,28.955,Şehide ARMAN,text
hatirat_0327,Hayatımın Tatlı ve Acı Günleri,Hayatımın Tatlı ve Acı Günleri,Şadiye Osmanoğlu,1966,Hayatımın Tatlı ve Acı Günleri,Bedir Yayınları,,Aile odaklı hatıratlar,Otobiyografik/Biyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918);Cumhuriyet Dönemi,"Şadiye Osmanoğlu;II. Abdülhamid;Şadiye Sultan'ın annesi, kardeşleri ve diğer akrabaları",Osmanlı İmparatorluğu,İstanbul,41.013611,28.955,Şehide ARMAN,text
hatirat_0328,Meşrutiyetten Cumhuriyete Bir Polis Şefinin Gerçek Anıları,Meşrutiyetten Cumhuriyete Bir Polis Şefinin Gerçek Anıları,Ali Rıza Öğe,1957,Meşrutiyetten Cumhuriyete Bir Polis Şefinin Gerçek Anıları,Günlük Ticaret Gazetesi Tesisleri,Beyaz Yakalı Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,II. Meşrutiyet (1908-1918);Milli Mücadele Dönemi (1919-1923),Ali Rıza Öge,Osmanlı Devleti;Osmanlı Polisi,Tekirdağ,40.977778,27.515278,Şehide ARMAN,text
hatirat_0329,Mütareke ve İşgal Anıları,Mütareke ve İşgal Anıları,Haydar Rüştü Öktem,1991,Mütareke ve İşgal Anıları,TTK Yayınları,Beyaz Yakalı Hatıratları;Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Otobiyografik Anlatılar,Milli Mücadele Dönemi (1919-1923);Erken Cumhuriyet (1923-1938),Haydar Rüştü Öktem,Osmanlı Devleti;Polis Teşkilatı,Gümüşhane,40.459722,39.477778,Şehide ARMAN,text
hatirat_0330,Forty Years in Constantinople,Forty Years in Constantinople,Sir Edwin Pears,1916,Forty Years in Constantinople,,Beyaz Yakalı Hatıratları;Edebiyat Hatıratları,Şehir/semt/mekan/yapı odaklı hatıratla;Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918),Sir Edwin Pears;II.Abdülhamid,Topkapı Sarayı;Yıldız Sarayı,Birleşik Krallık,55,-3,Şehide ARMAN,text
hatirat_0331,The Revolution in Constatinople and Turkey: A Diary,The Revolution in Constatinople and Turkey: A Diary,Sir W.M. Ramsay,1909,The Revolution in Constatinople and Turkey: A Diary,,Beyaz Yakalı Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Günlük Biçimli Hatırat,Osmanlı Dönemi (19. yy sonu - 1918),William Ramsay;Sultan II. Abdülhamid;Mahmud Şevket Paşa,Osmanlı Devleti;İttihat ve Terakki Cemiyeti;Yıldız Sarayı,Birleşik Krallık,55,-3,Şehide ARMAN,text
hatirat_0332,“Gördüklerim-Yaptıklarım (1890–1922),“Gördüklerim-Yaptıklarım (1890–1922),Ahmed Reşid Rey,1945,“Gördüklerim-Yaptıklarım (1890–1922),Türkiye Yayınları,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918),Ahmet Reşit Rey,Eğitim Kurumları;Osmanlı Devleti,Çankırı,40.599167,33.616389,Şehide ARMAN,text
hatirat_0333,Hayat ve Hatıratım (2 Cilt),Hayat ve Hatıratım (2 Cilt),Ahmed Reşid Rey,1967,Hayat ve Hatıratım (2 Cilt),Altındağ Yayınları,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,,Ahmet Reşit Rey,,Çankırı,40.599167,33.616389,Şehide ARMAN,text
hatirat_0334,Şehit Yolunda (Milli Hatıralarım),Şehit Yolunda (Milli Hatıralarım),Cevat Kazım,1921,Şehit Yolunda (Milli Hatıralarım),Vilayet Matb.,,Savaş hatıratları,Travma Anlatıları;Başarı Anlatıları;Otobiyografik/Biyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918);Milli Mücadele Dönemi (1919-1923);Erken Cumhuriyet (1923-1938),Cevat Kazım;Mustafa Kemal Atatürk;İsmet İnönü;Ali Fuat Cebesoy,Türkiye Büyük Millet Meclisi (TBMM) Kuva-yı Milliye Türk Silahlı Kuvvetleri,,,,Eslem M. Yıldırım,text
hatirat_0335,Cenubi-Garbi Kafkas Hükümet'ine Ait Anılar,Cenubi-Garbi Kafkas Hükümet'ine Ait Anılar,İbrahim Cihangiroğlu,,Cenubi-Garbi Kafkas Hiikemiti'ne Ait Anılar,TİTE Arş.,Edebiyat Hatıratları,,,,,,Gümrü,40.789444,43.8475,Eslem M. Yıldırım,text
hatirat_0336,Osmanlı İmparatorluğu'nun Son Sadrazamı Tevfik Paşa Bize Hatıralarını Anlatıyor,Osmanlı İmparatorluğu'nun Son Sadrazamı Tevfik Paşa Bize Hatıralarını Anlatıyor,F. Cilay,1935,Osmanlı İmparatorluğu'nun Son Sadrazamı Tevfik Paşa Bize Hatıralarını Anlatıyor,Perşembe,,,,,,,,,,Eslem M. Yıldırım,text
hatirat_0337,Constantinople Today or the Pathfinder Survey of Constantinople,Constantinople Today or the Pathfinder Survey of Constantinople,Clarence Richard Johnson,1922,Constantinople Today or the Pathfinder Survey of Constantinople,Macmillan,,Şehir;semt;mekan;yapı odaklı hatıratlar,Gezi Hatıratları;Günlük Biçimli Hatırat,Osmanlı Dönemi (19. yy sonu - 1918);Erken Cumhuriyet (1923-1938),"Sultan Vahdettin; Mustafa Kemal Atatürk (Eser, Atatürk’ün Samsun’a çıkışından önceki dönemde yazılmıştır, ancak Atatürk'ün İstanbul’daki etkileri de yazarın gözlemlerine yansıyan bir konudur)",Osmanlı İmparatorluğu İstanbul Belediyesi Osmanlı İmparatorluğu’nun çeşitli devlet organları,,,,Eslem M. Yıldırım,text
hatirat_0338,1919'da Mustafa Kemal ve İstanbul Basını,1919'da Mustafa Kemal ve İstanbul Basını,Ömer Sami Coşar,1968,1919'da Mustafa Kemal ve İstanbul Basını,Milliyet,Edebiyat Hatıratları,Savaş hatıratları,Otobiyografik/Biyografik Anlatılar;Başarı Anlatıları,,,,Sahrayıcedid/Kadıköy,40.9825,29.0847,Eslem M. Yıldırım,text
hatirat_0339,Maraş ve Hikayesi,Maraş ve Hikayesi,Şükrü Coşkuntürk,1962,Maraş ve Hikayesi,HMGD,,,,,,,,,,Eslem M. Yıldırım,text
hatirat_0340,Cumhuriyete Kan Verenler,Cumhuriyete Kan Verenler,Nail Ekici;Derman Bayladı;Mahmut Alptekin,1973,Cumhuriyete Kan Verenler,"Hürriyet Yay., Sıralar Matb.",,Savaş hatıratları,Travma Anlatıları;Başarı Anlatıları;Otobiyografik/Biyografik Anlatılar,Milli Mücadele Dönemi (1919-1923),Kurtuluş Savaşı gazileri ve şehitleri,Türkiye Büyük Millet Meclisi (TBMM) Türk Ordusu Müdafaa-i Hukuk Cemiyetleri,,,,Eslem M. Yıldırım,text
hatirat_0341,İstiklal Harbi Hatıratı,İstiklal Harbi Hatıratı,İzzettin Çalışlar,1931,İstiklal Harbi Hatıratı,Askeri Matb.,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Başarı Anlatıları;Travma Anlatıları,Milli Mücadele Dönemi (1919-1923),Mustafa Kemal Atatürk;Kurtuluş Savaşı’nın diğer komutanları,Osmanlı Ordusu Türk Ordusu Türkiye Büyük Millet Meclisi (TBMM),Yanya,39.663611,20.852222,Eslem M. Yıldırım,text
hatirat_0342,"Paşa Kazım Anlatıyor, Hatıralarım","Paşa Kazım Anlatıyor, Hatıralarım",Paşa Kazım,1944,"Paşa Kazım Anlatıyor, Hatıralarım",Güzeliş Matb.,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Travma Anlatıları;Başarı Anlatıları;Otobiyografik/Biyografik Anlatılar,Milli Mücadele Dönemi (1919-1923),Kurtuluş dönemi komutanları,Osmanlı Ordusu Türk Ordusu Türkiye Büyük Millet Meclisi (TBMM),,,,Eslem M. Yıldırım,text
hatirat_0343,Kara Günler ve İbret Levhaları,Kara Günler ve İbret Levhaları,Hasan Basri Çantay,1964,Kara Günler ve İbret Levhaları,Ahmet Sait Matb.,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Travma Anlatıları;Başarı Anlatıları,Milli Mücadele Dönemi (1919-1923),,Osmanlı Ordusu Türk Ordusu Türkiye Büyük Millet Meclisi (TBMM),Balıkesir,39.647222,27.888056,Eslem M. Yıldırım,text
hatirat_0344,Balıkesir ve Alaşehir Kongreleri ve Hacim Muhittin Çarıklı'nın Kuvayi Milliye Hatıraları (1919-1920),Balıkesir ve Alaşehir Kongreleri ve Hacim Muhittin Çarıklı'nın Kuvayi Milliye Hatıraları (1919-1920),Şerafettin Turan,1967,"Balıkesir, Alaşehir Kongreleri ve Hacim Muhittin Çarıklı","T.İ.T.E. Yay., A.Ü. Bas.",Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Travma Anlatıları;Başarı Anlatıları;Otobiyografik/Biyografik Anlatılar,Milli Mücadele Dönemi (1919-1923),Kurtuluş dönemi komutanları;Hacim Muhittin Çarıklı,Kuvayi Milliye  Türk Ordusu Türkiye Büyük Millet Meclisi (TBMM),Erciş/Van,39.02904,43.35859,Eslem M. Yıldırım,text
hatirat_0345,Olaylarla Gaziantep Savaşı,Olaylarla Gaziantep Savaşı,Adil Dai,1992,Olaylarla Gaziantep Savaşı,Gaziyurt Matb.,,Savaş hatıratları,Travma Anlatıları;Başarı Anlatıları,Osmanlı Dönemi (19. yy sonu - 1918);Milli Mücadele Dönemi (1919-1923);Erken Cumhuriyet (1923-1938),Mustafa Kemal Atatürk;Şahin Bey (Ali Şahin);Yavuzlar;Zeytinli ve diğer yerel direniş liderleri,Kuvayı Milliye Gaziantep Savunması Türkiye Büyük Millet Meclisi (TBMM),Gaziantep,37.065833,37.378056,Eslem M. Yıldırım,text
hatirat_0346,Yiğitlik Günleri (Milli Mücadele'de Çukurova),Yiğitlik Günleri (Milli Mücadele'de Çukurova),Recep Dalkır,1961,Yiğitlik Günleri (Milli Mücadele'de Çukurova),T.T. Postası Matb.,Edebiyat Hatıratları;Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Travma Anlatıları;Başarı Anlatıları,Milli Mücadele Dönemi (1919-1923),Mustafa Kemal Atatürk;Kuvayı Milliye üyeleri;Yerel direniş liderleri,Kuvayı Milliye Çukurova'daki yerel direniş hareketleri Türkiye Büyük Millet Meclisi (TBMM),,,,Eslem M. Yıldırım,text
hatirat_0347,"Oğlu Demirci Efe'yi Anlatıyor, Cepkenliler","Oğlu Demirci Efe'yi Anlatıyor, Cepkenliler",Naci Sadullah Danış,1970,"Oğlu Demirci Efe'yi Anlatıyor, Cepkenliler",Demokrat İzmir,,Savaş hatıratları,Otobiyografik/Biyografik Anlatılar;Nehir Söyleşi,,,,İzmir,38.424611,27.132667,Eslem M. Yıldırım,text
hatirat_0348,"Les Allies a Constantinople, le Service de Sante du Corps d'Occupation Française","Les Allies a Constantinople, le Service de Sante du Corps d'Occupation Française",A. Dejouany; L. Belbéze,1925,"Les Allies a Constantinople, le Service de Sante du Corps d'Occupation Française",Presses Universitaires de France,Edebiyat Hatıratları,Savaş hatıratları,,,,,,,,Eslem M. Yıldırım,text
hatirat_0349,Eski İmalat-ı Harbiyeliler,Eski İmalat-ı Harbiyeliler,Ethem Deligönül,1982,Eski İmalat-ı Harbiyeliler,YBT,,Savaş hatıratları,,,,,,,,Eslem M. Yıldırım,text
hatirat_0350,Milli Mücadele Hatıraları,Milli Mücadele Hatıraları,Ekrem Demiray,,Milli Mücadele Hatıraları,TİTE Arş.,,Savaş hatıratları,,,,,Edirne,41.676944,26.555556,Eslem M. Yıldırım,text
hatirat_0351,"Hayatımı Anlatıyorum: Çocukluğum, Meslek Hayatım, Çektiklerim","Hayatımı Anlatıyorum: Çocukluğum, Meslek Hayatım, Çektiklerim",Suat Derviş,1986,Hayatımı Anlatıyorum,TT,,Savaş hatıratları,Otobiyografik/Biyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918);Cumhuriyet Dönemi,Suat Derviş’in ailesi ve çevresi;Dönemin entelektüelleri ve yazarları,Osmanlı basını Cumhuriyet dönemi yayıncılığı,İstanbul,41.013611,28.955,Eslem M. Yıldırım,text
hatirat_0352,Türk Kelebeği,Türk Kelebeği,Hasan İzzettin Dinamo,1981,Türk Kelebeği,Yalçın Yay.,Edebiyat Hatıratları,Savaş hatıratları,Travma Anlatıları;Başarı Anlatıları,Milli Mücadele Dönemi (1919-1923),Milli Mücadele kahramanları;Hasan İzzettin Dinamo’nun hayatındaki kişiler,Kuvayı Milliye Türkiye Büyük Millet Meclisi,Akçaabat/Trabzon,41.016667,39.583333,Eslem M. Yıldırım,text
hatirat_0353,Milli Mücadelede Erzurum,Milli Mücadelede Erzurum,Cevat Dursunoğlu,1946,Milli Mücadelede Erzurum,,,Savaş hatıratları,Travma Anlatıları;Başarı Anlatıları,Milli Mücadele Dönemi (1919-1923),Mustafa Kemal Atatürk;Kazım Karabekir;Erzurum Kongresi delegeleri,Erzurum Kongresi Anadolu ve Rumeli Müdafaa-i Hukuk Cemiyeti Türkiye Büyük Millet Meclisi,Erzurum,40.063056,41.566944,Eslem M. Yıldırım,text
hatirat_0354,Cumhuriyet Devri Hatıralarım,Cumhuriyet Devri Hatıralarım,Kazım Nami Duru,,Cumhuriyet Devri Hatıralarım,,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,,,,,İstanbul,41.013611,28.955,Eslem M. Yıldırım,text
hatirat_0355,Hüseyin Cahit Yalçın'ın Eski Devir Hatıraları,Hüseyin Cahit Yalçın'ın Eski Devir Hatıraları,Hikmet Münir Ebcioğlu,1953,Hüseyin Cahit Yalçın'ın Eski Devir Hatıraları,Dünya,,Savaş hatıratları,,,,,İstanbul,41.013611,28.955,Eslem M. Yıldırım,text
hatirat_0356,Atatürk'ün Bilinmeyen Hatıraları,Atatürk'ün Bilinmeyen Hatıraları,Münir Hayri Egeli,1954,Atatürk'ün Bilinmeyen Hatıraları,Yenilik Bas.,,Savaş hatıratları,Otobiyografik/Biyografik Anlatılar,Milli Mücadele Dönemi (1919-1923);Erken Cumhuriyet (1923-1938),Mustafa Kemal Atatürk;Atatürk’ün yakın çevresinden isimler,Türkiye Cumhuriyeti Hükümeti Türkiye Büyük Millet Meclisi Cumhuriyet Halk Partisi,İstanbul,41.013611,28.955,Eslem M. Yıldırım,text
hatirat_0357,Unveiled: The Autobiography of a Turkish Girl,Unveiled: The Autobiography of a Turkish Girl,Selma Ekrem,1930,Unveiled: The Autobiography of a Turkish Girl,I. Washburn,,Savaş hatıratları,Otobiyografik/Biyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918);Erken Cumhuriyet (1923-1938),Yazarın ailesi (Osmanlı aristokrasisi mensupları);Osmanlı'nın modernleşme sürecinde etkili olan isimler,Osmanlı eğitim kurumları Modernleşme hareketini destekleyen yapılar,İstanbul,41.013611,28.955,Eslem M. Yıldırım,text
hatirat_0358,An Englishwoman in Angora,An Englishwoman in Angora,Grace M. Ellison,1923,An Englishwoman in Angora,"Hutchinson, Dutton",Edebiyat Hatıratları,Savaş hatıratları,Günlük Biçimli Hatırat;Otobiyografik/Biyografik Anlatılar,Milli Mücadele Dönemi (1919-1923),Mustafa Kemal Atatürk;Türk Milli Mücadelesi’nin lider kadrosu,Türkiye Büyük Millet Meclisi (TBMM) Kurtuluş Savaşı sırasında oluşturulan yerel yönetimler,Gravesend/ İngiltere,51.44186,0.37106,Eslem M. Yıldırım,text
hatirat_0359,İki Neslin Tarihi (Mustafa Kemal Neler Yaptı?),İki Neslin Tarihi (Mustafa Kemal Neler Yaptı?),Ahmet Cevat Emre,1960,İki Neslin Tarihi (Mustafa Kemal Neler Yaptı?),Hilmi Kitabevi,Edebiyat Hatıratları,Savaş hatıratları,Travma Anlatıları;Başarı Anlatıları,Milli Mücadele Dönemi (1919-1923),Mustafa Kemal Atatürk;İsmet İnönü;Milli Mücadele’nin önde gelen isimleri,Türkiye Büyük Millet Meclisi (TBMM) Müdafaa-i Hukuk Cemiyetleri Cumhuriyet dönemi kurumları,Resmo/Yunanistan,35.36708,24.49030,Eslem M. Yıldırım,text
hatirat_0360,İşgal Günlerinde Tarsus,İşgal Günlerinde Tarsus,Arif Ener,1960,İşgal Günlerinde Tarsus,KM,Devlet Erkânı ve Asker Hatıratları;Mimar Hatıratları,Savaş hatıratları,,,,,,,,Eslem M. Yıldırım,text
hatirat_0361,Çukurova'nın İşgali ve Kurtuluş Savaşı,Çukurova'nın İşgali ve Kurtuluş Savaşı,Kasım Ener,1963,Çukurova'nın İşgali ve Kurtuluş Savaşı,Berksoy Matb.,,Savaş hatıratları,Travma Anlatıları;Başarı Anlatıları,Milli Mücadele Dönemi (1919-1923);Erken Cumhuriyet (1923-1938),Mustafa Kemal Atatürk;Çukurova direniş liderleri;İşgalci güç komutanları,Kuvâ-yi Milliye Müdafaa-i Hukuk Cemiyetleri Ankara Hükümeti,Adana,36.98962,35.32307,Eslem M. Yıldırım,text
hatirat_0362,Çukurova Kurtuluş Savaşı'nda Adana Cephesi,Çukurova Kurtuluş Savaşı'nda Adana Cephesi,Kasım Ener,1970,Çukurova Kurtuluş Savaşı'nda Adana Cephesi,"Türkiye Kuvayi Milliye Mücahit ve Gazileri Cem. Yay., San Matb.",Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Başarı Anlatıları;Travma Anlatıları,Milli Mücadele Dönemi (1919-1923);Erken Cumhuriyet (1923-1938),Mustafa Kemal Atatürk;Çukurova direniş liderleri;İşgalci güç komutanları,Kuvâ-yi Milliye Müdafaa-i Hukuk Cemiyetleri Ankara Hükümeti,Adana,36.98962,35.32307,Eslem M. Yıldırım,text
hatirat_0363,Türk İstiklal Harbinin Anahatları,Türk İstiklal Harbinin Anahatları,Suat Ener,1937,Türk İstiklal Harbinin Anahatları,Harp Okulu Bas.,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Travma Anlatıları;Başarı Anlatıları,Milli Mücadele Dönemi (1919-1923),Mustafa Kemal Atatürk;İsmet İnönü;Fevzi Çakmak;Diğer Kurtuluş Savaşı komutanları ve liderleri,Türkiye Büyük Millet Meclisi (TBMM) Kuvâ-yi Milliye Türk Silahlı Kuvvetleri,,,,Eslem M. Yıldırım,text
hatirat_0364,Vahidettin'in Kaçışı ve Sonrası,Vahidettin'in Kaçışı ve Sonrası,Fahri Engin,1962,Vahidettin'in Kaçışı ve Sonrası,YT,,Savaş hatıratları,,,,,İstanbul,41.013611,28.955,Eslem M. Yıldırım,text
