objectid,filename,title,creator,date,description,publisher,subject,subject_2,yontem,period,important_names,important_institutions,place_of_birth,latitude,longitude,veriyi_giren,format
hatirat_0222,Dix ans de Souvenirs 1914-1924,Dix ans de Souvenirs 1914-1924,Pierre Émile Joseph Nayral Martin de Bourgon,1933,Dix ans de Souvenirs 1914-1924,Nîmes'de Chastanier Frères et Almeras,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,,Milli Mücadele Dönemi (1919-1923);Erken Cumhuriyet (1923-1938),Pierre Émile Joseph Nayral Martin de Bourgon,Fransız ordusu,Lyon,457675,4835,Dilara Nur Çetin,text
hatirat_0223,İstiklal Mahkemesini Tesiri Altında Bırakan Meşhur Şaki Kel Raif Nasıl İdam Edilmişti?,İstiklal Mahkemesini Tesiri Altında Bırakan Meşhur Şaki Kel Raif Nasıl İdam Edilmişti?,Nebizade Hamdi,1956,İstiklal Mahkemesini Tesiri Altında Bırakan Meşhur Şaki Kel Raif Nasıl İdam Edilmişti?,DB dergisi,Edebiyat Hatıratları,Suçlu hatıratları,Travma Anlatıları,Milli Mücadele Dönemi (1919-1923),Kel Raif,İstiklal Mahkemesi,Serez,41090923,235413198,Dilara Nur Çetin,text
hatirat_0224,Aşçı Kılığına Girerek Anadolu'ya Nasıl Kaçmıştım?,Aşçı Kılığına Girerek Anadolu'ya Nasıl Kaçmıştım?,Nebizade Hamdi,1956,Aşçı Kılığına Girerek Anadolu'ya Nasıl Kaçmıştım?,DB dergisi,Edebiyat Hatıratları,Siyasi Konulu Hatıratlar,,Milli Mücadele Dönemi (1919-1923),İsmet Yenisey;Dönemin siyasi figürleri,dönemin yönetim organları;sosyal yapılar,Serez,41090923,235413198,Dilara Nur Çetin,text
hatirat_0225,Çarşafa Bürünmeye Mecbur Olan Gazeteci,Çarşafa Bürünmeye Mecbur Olan Gazeteci,Nebizade Hamdi,1956,Çarşafa Bürünmeye Mecbur Olan Gazeteci,DB dergisi,,Toplumsal cinsiyet konulu hatıratlar,,Cumhuriyet Dönemi,Gazeteci karakter;Dönemin sosyal figürleri,medya organları;toplumsal yapılar,Serez,41090923,235413198,Dilara Nur Çetin,text
hatirat_0226,Nemrutlar Divan-ı Harbi'nin Ölüme Mahkum Ettiği Dr. Reşit Bey ve Hatıraları,Nemrutlar Divan-ı Harbi'nin Ölüme Mahkum Ettiği Dr. Reşit Bey ve Hatıraları,,1962,Nemrutlar Divan-ı Harbi'nin Ölüme Mahkum Ettiği Dr. Reşit Bey ve Hatıraları,YT dergisi,Suçlu Hatıratları,Suçlu hatıratları,Travma Anlatıları,Milli Mücadele Dönemi (1919-1923),Dr. Reşit Bey,İstiklal Mahkemesi,Bursa,40197222,29062222,Dilara Nur Çetin,text
hatirat_0227,Peacemaking 1919,Peacemaking 1919,Harold Nicolson,1934,Peacemaking 1919,Constable and Co. Ltd.,Devlet Erkânı ve Asker Hatıratları;Edebiyat Hatıratları,Siyasi Konulu Hatıratlar,,I. Dünya Savaşı (1914-1918),David Lloyd George;Woodrow Wilson;Georges Clemenceau,Paris Barış Konferansı ve ilgili diplomatik organlar,Tahran,356889,51.3897,Dilara Nur Çetin,text
hatirat_0228,"Curzon: The Last Phase 1919-1925, A Study in Post-War Diplomacy","Curzon: The Last Phase 1919-1925, A Study in Post-War Diplomacy",Harold Nicolson,1934,"Curzon: The Last Phase 1919-1925, A Study in Post-War Diplomacy",Constable and Co. Ltd.,Devlet Erkânı ve Asker Hatıratları,Siyasi Konulu Hatıratlar,,Milli Mücadele Dönemi (1919-1923);Erken Cumhuriyet (1923-1938),Lord Curzon;Diğer diplomatik figürler,Britanya Dışişleri Bakanlığı;uluslararası diplomatik organlar,Tahran,356889,51.3897,Dilara Nur Çetin,text
hatirat_0229,"1921'in Onbinleriyle Beraber (24.06-10.09.1921, Küçük Asya Seferi)","1921'in Onbinleriyle Beraber (24.06-10.09.1921, Küçük Asya Seferi)",Hristos Nikolopoulos;DmitriBizanidi,,"1921'in Onbinleriyle Beraber (24.06-10.09.1921, Küçük Asya Seferi)",Daktilo Eser,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Gezi Hatıratları;Otobiyografik/Biyografik Anlatılar,Milli Mücadele Dönemi (1919-1923),Hristos Nikolopoulos,Yunan Ordusu,,,,Dilara Nur Çetin,text
hatirat_0230,Son Harplerde Salgın Hastalıklarla Savaşlarım,Son Harplerde Salgın Hastalıklarla Savaşlarım,Abdülkadir Noyan,1956,Son Harplerde Salgın Hastalıklarla Savaşlarım,Ankara Tıp Fakültesi,Beyaz Yakalı Hatıratları,Savaş hatıratları,Hatırat,Milli Mücadele Dönemi (1919-1923);Erken Cumhuriyet (1923-1938),önemli kişiler arasında dönemin askeri ve sağlık alanındaki figürleri yer almaktadır.,Noyan'ın çalıştığı çeşitli sağlık kurumları ve hastaneler de eserde önemli bir yer tutmaktadır.,Sivas,39750556,37015,Dilara Nur Çetin,text
hatirat_0231,Hayat ve Hatıratım,Hayat ve Hatıratım,Rıza Nur,1968,Hayat ve Hatıratım,Altındağ Yayınları,Beyaz Yakalı Hatıratları;Devlet Erkânı ve Asker Hatıratları,Siyasi Konulu Hatıratlar,Hatırat,Osmanlı Dönemi (19. yy sonu - 1918);Erken Cumhuriyet (1923-1938),Mustafa Kemal Atatürk;İsmet İnönü;Rauf Orbay;Kazım Karabekir,Dönemin Siyasi Kurumları,Sinop,42026667,35151111,Dilara Nur Çetin,text
hatirat_0232,Pontos Meselesinin İçyüzü,Pontos Meselesinin İçyüzü,Nurettin Paşa,1956,Pontos Meselesinin İçyüzü,Devlet Bülteni,Devlet Erkânı ve Asker Hatıratları,Azınlıkların yaşamını konu edinen hatıratlar,Hatırat,Osmanlı Dönemi (19. yy sonu - 1918);Milli Mücadele Dönemi (1919-1923);Erken Cumhuriyet (1923-1938),dönemin askeri liderleri ve siyasi figürler bulunmaktadır.,Türkiye Büyük Millet Meclisi (TBMM),Bursa,40197222,29062222,Dilara Nur Çetin,text
hatirat_0233,Pontusçuları Anlatıyor,Pontusçuları Anlatıyor,Nurettin Paşa,1962,Pontusçuları Anlatıyor,,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Hatırat,Milli Mücadele Dönemi (1919-1923),Mehmed Nurettin Paşa (Sakallı Nurettin),Türkiye Büyük Millet Meclisi (TBMM);Merkez Ordusu,Bursa,40197222,29062222,Dilara Nur Çetin,text
hatirat_0234,Gençlik Anadolu'nun İlk Temsilcisi Refet Paşa'yı İstanbul'da Nasıl Karşıladı?,Gençlik Anadolu'nun İlk Temsilcisi Refet Paşa'yı İstanbul'da Nasıl Karşıladı?,Seyfi Nutku,1962,Gençlik Anadolu'nun İlk Temsilcisi Refet Paşa'yı İstanbul'da Nasıl Karşıladı?,,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Hatırat,Milli Mücadele Dönemi (1919-1923);Erken Cumhuriyet (1923-1938),Refet Paşa;Tıbbiyeliler,,,,,Dilara Nur Çetin,text
hatirat_0235,Bir Deniz Subayının İstiklal Savaşı Hatıraları,Bir Deniz Subayının İstiklal Savaşı Hatıraları,Emrullah Nutku,1962,Bir Deniz Subayının İstiklal Savaşı Hatıraları,,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Hatırat,Milli Mücadele Dönemi (1919-1923),Emrullah Nutku,Deniz Kuvvetleri,İstanbul,41013611,28955,Dilara Nur Çetin,text
hatirat_0236,Şerif Efe,Şerif Efe,Nurettin Oflaz,1967,Şerif Efe,KMR Dergisi,,,,Milli Mücadele Dönemi (1919-1923),,,,,,Dilara Nur Çetin,text
hatirat_0237,Ah Vatan,Ah Vatan,Ahmet Oğuzbaş,1961,Ah Vatan,KM Dergisi,,Savaş hatıratları,,Milli Mücadele Dönemi (1919-1923),,,,,,Dilara Nur Çetin,text
hatirat_0238,İşgal Faciası ve Türk'ün Bayrak Sevgisi,İşgal Faciası ve Türk'ün Bayrak Sevgisi,Ahmet Oğuzbaş,1968,İşgal Faciası ve Türk'ün Bayrak Sevgisi,KM Dergisi,,Savaş hatıratları,,I. Dünya Savaşı (1914-1918),,,,,,Dilara Nur Çetin,text
hatirat_0239,Milli Mücadele'den Bir Hatıra: Ezeli ve Ebedi Aşkımız,Milli Mücadele'den Bir Hatıra: Ezeli ve Ebedi Aşkımız,Ahmet Oğuzbaş,1958,Milli Mücadele'den Bir Hatıra: Ezeli ve Ebedi Aşkımız,KM Dergisi,,Savaş hatıratları,,Milli Mücadele Dönemi (1919-1923),,,,,,Dilara Nur Çetin,text
hatirat_0240,Allahuekber Allahuekber,Allahuekber Allahuekber,Lütfi Oğuzcan,1961,Allahuekber Allahuekber,KM Dergisi,Edebiyat Hatıratları,Savaş hatıratları,Hatırat,Milli Mücadele Dönemi (1919-1923),,,Mersin,36794444,34.627222,Dilara Nur Çetin,text
hatirat_0241,İlk Büyük Millet Meclisi'ne Mersin Mebusları Nasıl Seçilmişti?,İlk Büyük Millet Meclisi'ne Mersin Mebusları Nasıl Seçilmişti?,Lütfi Oğuzcan,1958,İlk Büyük Millet Meclisi'ne Mersin Mebusları Nasıl Seçilmişti?,KM Dergisi,Edebiyat Hatıratları,Siyasi Konulu Hatıratlar,,Milli Mücadele Dönemi (1919-1923),önemli kişiler arasında Mersin'den seçilen milletvekilleri ;dönemin siyasi liderleri yer alabilir.,Müdafaa-i Hukuk Cemiyeti gibi milli mücadele döneminde etkili olan kuruluşlar da önemli bir yer tutmaktadır.,,,,Dilara Nur Çetin,text
hatirat_0242,Maraş Burçlarında Bayrak,Maraş Burçlarında Bayrak,Lütfi Oğuzcan,1964,Maraş Burçlarında Bayrak,KM Dergisi,Edebiyat Hatıratları,,,,,,,,,Dilara Nur Çetin,text
hatirat_0243,Mücahitleri Tanıyalım: Abdürrahim Saygın,Mücahitleri Tanıyalım: Abdürrahim Saygın,Lütfi Oğuzcan,1961,Mücahitleri Tanıyalım: Abdürrahim Saygın,KM Dergisi,Edebiyat Hatıratları,Savaş hatıratları,,,Abdürrahim Saygın,,,,,Dilara Nur Çetin,text
hatirat_0244,Mücahitleri Tanıyalım: Fahri Merzeci,Mücahitleri Tanıyalım: Fahri Merzeci,Lütfi Oğuzcan,1961,Mücahitleri Tanıyalım: Fahri Merzeci,KM Dergisi,Edebiyat Hatıratları,Savaş hatıratları,,,Fahri Merzeci,,,,,Dilara Nur Çetin,text
hatirat_0245,Mücahitleri Tanıyalım: Hacı Bedir Ağa’nın Hayat Hikayesi,Mücahitleri Tanıyalım: Hacı Bedir Ağa’nın Hayat Hikayesi,Lütfi Oğuzcan,1961,Mücahitleri Tanıyalım: Hacı Bedir Ağa’nın Hayat Hikayesi,KM Dergisi,Edebiyat Hatıratları,Savaş hatıratları,,Milli Mücadele Dönemi (1919-1923),Hacı Bedir Ağa,,,,,Dilara Nur Çetin,text
hatirat_0246,Mücahitleri Tanıyalım: Mustafa Faik Akyol,Mücahitleri Tanıyalım: Mustafa Faik Akyol,Lütfi Oğuzcan,1961,Mücahitleri Tanıyalım: Mustafa Faik Akyol,KM Dergisi,Edebiyat Hatıratları,Savaş hatıratları,,,Mustafa Faik Akyol,,,,,Dilara Nur Çetin,text
hatirat_0247,Mücahitleri Tanıyalım: Nasrullah San,Mücahitleri Tanıyalım: Nasrullah San,Lütfi Oğuzcan,1958,Mücahitleri Tanıyalım: Nasrullah San,KM Dergisi,Edebiyat Hatıratları,Savaş hatıratları,,,Nasrullah San,,,,,Dilara Nur Çetin,text
hatirat_0248,Mücahitleri Tanıyalım: Ömer Nazmi Çiftçi,Mücahitleri Tanıyalım: Ömer Nazmi Çiftçi,Lütfi Oğuzcan,1961,Mücahitleri Tanıyalım: Ömer Nazmi Çiftçi,KM Dergisi,Edebiyat Hatıratları,Savaş hatıratları,,,Ömer Nazmi Çiftçi,,,,,Dilara Nur Çetin,text
hatirat_0249,Yanya’dan Ankara’ya,Yanya’dan Ankara’ya,İsmail Hakkı Okday,1975,Yanya’dan Ankara’ya,Sebil Yayınları,,,Hatırat,,Sultan Vahdettin,,Atina,37.984167,23728056,Dilara Nur Çetin,text
hatirat_0250,Büyükbabam Son Sadrazam Ahmet Tevfik Paşa,Büyükbabam Son Sadrazam Ahmet Tevfik Paşa,Şefik Okday,,Büyükbabam Son Sadrazam Ahmet Tevfik Paşa,Marsan Matbaacılık,,,,,Ahmet Tevfik Paşa,,Berlin,52520008,13404954,Dilara Nur Çetin,text
hatirat_0251,Bir Hatıra (Yakınlarından Hatıralar),Bir Hatıra (Yakınlarından Hatıralar),Fethi Okyar,1955,Bir Hatıra (Yakınlarından Hatıralar),Sel Yayınları,Devlet Erkânı ve Asker Hatıratları,Siyasi Konulu Hatıratlar,,Milli Mücadele Dönemi (1919-1923),fethi okyar;Mustafa Kemal Atatürk,,Pirlepe,41.344444,21552778,Dilara Nur Çetin,text
hatirat_0252,Hatıraları,Hatıraları,Operatör Cemil Paşa,1945,Hatıraları,CT Yayınları,,,,,,,Üsküdar,41016667,29.016667,Dilara Nur Çetin,text
hatirat_0253,Hatıraları,Hatıraları,Operatör Hazım Paşa,1945,Hatıraları,CT Yayınları,,,,,,,,,,Dilara Nur Çetin,text
hatirat_0254,Ordunun Ardından Giden 60 Kağnılık Kolun Kumandanı Mehmed Çavuş İzmir’e Akışı Anlatıyor,Ordunun Ardından Giden 60 Kağnılık Kolun Kumandanı Mehmed Çavuş İzmir’e Akışı Anlatıyor,,1958,Ordunun Ardından Giden 60 Kağnılık Kolun Kumandanı Mehmed Çavuş İzmir’e Akışı Anlatıyor,HMGD,,,,,,,,,,Dilara Nur Çetin,text
hatirat_0255,Portrait of a Turkish Family,Portrait of a Turkish Family,İrfan Orga,1950,Portrait of a Turkish Family,Macmillan / Gollancz,,,,,,,İstanbul,41.013611,28.955,Dilara Nur Çetin,text
hatirat_0256,Milli Mücadelenin İlk Mehter Takımı,Milli Mücadelenin İlk Mehter Takımı,Arif Oruç,1964,Milli Mücadelenin İlk Mehter Takımı,TK Yayınları,,,,,,,Elazığ,38674444,39.222778,Dilara Nur Çetin,text
hatirat_0257,Osman Musaffer Anlatıyor,Osman Musaffer Anlatıyor,,1964,Osman Musaffer Anlatıyor,KM Dergisi,,,,,,,,,,Dilara Nur Çetin,text
hatirat_0258,Kıymetdar Hatıralarımdan Kuvva-i Milliye,Kıymetdar Hatıralarımdan Kuvva-i Milliye,Osman Zeki,1922,Kıymetdar Hatıralarımdan Kuvva-i Milliye,Evkaf-ı İslamiye Bas,,,,,,Kuvayı Milliye,,,,Dilara Nur Çetin,text
hatirat_0259,Hayatımın Acı ve Tatlı Günleri,Hayatımın Acı ve Tatlı Günleri,Şadiye Osmanoğlu,1966,Hayatımın Acı ve Tatlı Günleri,Bedir Yayınları,,,Otobiyografik/Biyografik Anlatılar,,,,İstanbul,41013611,28.955,Dilara Nur Çetin,text
hatirat_0260,30 Ağustos Hatıraları,30 Ağustos Hatıraları,,1955,30 Ağustos Hatıraları,Sel Yayınları,,,,,,,,,,Dilara Nur Çetin,text
hatirat_0261,"30 Ağustos’tan Bir Yaprak, Ah Bizim Hacı Anesti","30 Ağustos’tan Bir Yaprak, Ah Bizim Hacı Anesti",,1958,"30 Ağustos’tan Bir Yaprak, Ah Bizim Hacı Anesti",KM Dergisi,,,,,,,,,,Dilara Nur Çetin,text
hatirat_0262,"Constantinople Occupied, Landing of the British at Gallipoli and the Golden Horn","Constantinople Occupied, Landing of the British at Gallipoli and the Golden Horn",Collinson Owen,1919,"Constantinople Occupied, Landing of the British at Gallipoli and the Golden Horn",Current History,,,,,,,,,,Dilara Nur Çetin,text
hatirat_0263,Meşrutiyet'ten Cumhuriyet'e Hatıralarım,Meşrutiyet'ten Cumhuriyet'e Hatıralarım,Hüseyin Kazım Kadri,1991,Meşrutiyet'ten Cumhuriyet'e Hatıralarım,İletişim Yayınları,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,,Hüseyin Kazım Kadri;II. Abdülhamid;Enver Paşa;Talat Paşa;Mustafa Kemal Atatürk;Ali Fethi Okyar,Dolmabahçe Sarayı;Yıldız Sarayı;Beylerbeyi Sarayı;Meclis-i Mebusan;İttihat ve Terakki Cemiyeti,İstanbul,41.013611,28.955,Şehide ARMAN,text
hatirat_0264,İttihat ve Terakki Cemiyeti’nin Kurucusu ve 1/1 No’lu Üyesi İbrahim Temo’nun İttihat ve Terakki Anıları,İttihat ve Terakki Cemiyeti’nin Kurucusu ve 1/1 No’lu Üyesi İbrahim Temo’nun İttihat ve Terakki Anıları,İbrahim Temo,1987,İttihat ve Terakki Cemiyeti’nin Kurucusu ve 1/1 No’lu Üyesi İbrahim Temo’nun İttihat ve Terakki Anıları,Arba Yayınları,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,,Enver Paşa;İbrahim Temo;Talat Paşa;Ahmet Rıza Bey;I. Abdülhamid;Mustafa Kemal Atatürk;Cemal Paşa,İttihat ve Terakki Cemiyeti;Meclis-i Mebusan,Kuzey Makedonya,42,21.433333,Şehide ARMAN,text
hatirat_0265,Bir Serencam-ı Harb: Harb-ı Umumi Safahatına Ait Hatırat,Bir Serencam-ı Harb: Harb-ı Umumi Safahatına Ait Hatırat,İhsan Latif Paşa,1988,Bir Serencam-ı Harb: Harb-ı Umumi Safahatına Ait Hatırat,,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları;Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,,İhsan Latif Paşa;Talat Paşa;Cemal Paşa;Enver Paşa;Fahrettin Paşa;Mustafa Kemal Atatürk,İttihat ve Terakki Cemiyeti;Osmanlı Hükümeti,,,,Şehide ARMAN,text
hatirat_0266,I. Cihan Savaşı ve Sarıkamış Sibirya’da Esaretten Kaçış,I. Cihan Savaşı ve Sarıkamış Sibirya’da Esaretten Kaçış,İhsan Paşa,1985,I. Cihan Savaşı ve Sarıkamış Sibirya’da Esaretten Kaçış,Bilgehan Basımevi,,,,,,Osmanlı Ordusu;İttihat ve Terakki Cemiyeti;,,,,Şehide ARMAN,text
hatirat_0267,Sarıkamış,Sarıkamış,Köprülü Şerif İlden,2001,Sarıkamış,Türkiye İş Bankası Kültür Yayınları,,,,Osmanlı Dönemi (19. yy sonu - 1918),Enver Paşa;Fahrettin Paşa;Ali Şükrü Bey,İttihat ve Terakki Cemiyeti;Rus İmparatorluğu Askerî Kurumları,Makedonya/Köprülü,41.72,21.793333,Şehide ARMAN,text
hatirat_0268,Atatürk’ün Viyana Karlsbat Hatıraları (Karlsbatta Geçen Günlerim),Atatürk’ün Viyana Karlsbat Hatıraları (Karlsbatta Geçen Günlerim),Afet İnan,1970,Atatürk’ün Viyana Karlsbat Hatıraları(Karlsbatta Geçen Günlerim),TTK,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik/Biyografik Anlatılar,Cumhuriyet Dönemi,Afet İnan;Mustafa Kemal Atatürk,Viyana'daki Türk Konsolosluğu;Harbiye Mektebi,Selanik,40.6403,22.9356,Şehide ARMAN,text
hatirat_0269,İsmet İnönü’nün Hatıraları Genç Subaylık Yılları (1884-1918),İsmet İnönü’nün Hatıraları Genç Subaylık Yılları (1884-1918),İsmet İnönü,1969,İsmet İnönü’nün Hatıraları Genç Subaylık Yılları (1884-1918),Burçak Yayınları,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918),Enver Paşa;Talat Paşa;Mustafa Kemal Atatürk;İsmet İnönü;Hüseyin Hilmi Paşa;Ali Fethi Okyar,İttihat ve Terakki Cemiyeti,İzmir,38.424611,27.132667,Şehide ARMAN,text
hatirat_0270,The Memoirs of İsmail Kemal Bey,The Memoirs of İsmail Kemal Bey,İsmail Kemal,1920,The Memoirs of İsmail Kemal Bey,,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918),İsmail Kemal Bey;Enver Paşa;Talat Paşa;Mustafa Kemal Atatürk;6.Mehmet,İttihat ve Terakki Cemiyeti;Mektebi Sultani;Orduyu Hümayun,Arnavutluk,41.316667,19.816667,Şehide ARMAN,text
hatirat_0271,Meşrutiyetten Cumhuriyete Hatıralarım,Meşrutiyetten Cumhuriyete Hatıralarım,Hüseyin Kazım Kadri,1957,Meşrutiyetten Cumhuriyete Hatıralarım,Ekicigil Yayınevi Matbaası,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,Cumhuriyet Dönemi,Mehmet Akif Ersoy;Mustafa Kemal Atatürk;Enver Paşa;Talat Paşa;Cemal Paşa;Ali Fuat Cebesoy;İsmail Enver,İttihat ve Terakki Cemiyeti;Osmanlı Devleti,İstanbul,41.013611,28.955,Şehide ARMAN,text
hatirat_0272,Kendi Kitabım,Kendi Kitabım,Ahmet Hilmi Kalaç,1960,Kendi Kitabım,,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,,Ahmed Hilmi Kalaç;Mustafa Kemal Atatürk,,Kayseri,38.7225,35.4875,Şehide ARMAN,text
hatirat_0273,Hatırat-ı Sadr-ı Esbak Kamil Paşa,Hatırat-ı Sadr-ı Esbak Kamil Paşa,Kamil Paşa,1913,Hatırat-ı Sadr-ı Esbak Kamil Paşa,Matbaa-i Ebüzziya,,,,,,,Lefkoşa,35.1725,33.365,Şehide ARMAN,text
hatirat_0274,"Belgelerle Mısır, Ermeni, Kürt-Doğu Rumeli Meseleleri, Kamil Paşa’nın Anıları","Belgelerle Mısır, Ermeni, Kürt-Doğu Rumeli Meseleleri, Kamil Paşa’nın Anıları",Kamil Paşa,1991,"Belgelerle Mısır, Ermeni, Kürt-Doğu Rumeli Meseleleri, Kamil Paşa’nın Anıları",Arba Yayınları,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,,"Mehmet Ali Paşa;Kürt Liderler;Ermeni Liderler;Rus, İngiliz ve Fransız Diplomatlar",Mısır Valiliği;Osmanlı Hükümeti;Ermeni Kilisesi ve Ermeni Cemaatinin Kurumları;Orduyu Hümayun;Hariciye Nezareti.;Yıldız Sarayı,Lefkoşa,35.1725,33.365,Şehide ARMAN,text
hatirat_0275,Irak Muharebelerinde 3. Piyade Alayı Hatıraları,Irak Muharebelerinde 3. Piyade Alayı Hatıraları,Şükrü Kanaldı,1945,Irak Muharebelerinde 3. Piyade Alayı Hatıraları,İstanbul Askeri Matbaası,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Otobiyografik Anlatılar,,Şükrü Kanaldı;3. Piyade Alayı'nın komutanları,3. Piyade Alayı.Orduyu Hümayun;Askerî Tıbbi Kurumlar;İngiliz ordusu,İstanbul,41.013611,28.955,Şehide ARMAN,text
hatirat_0276,"Cihan Harbine Neden Girdik, Nasıl Girdik, Nasıl İdare Ettik","Cihan Harbine Neden Girdik, Nasıl Girdik, Nasıl İdare Ettik",Kazım Karabekir,1937,"Cihan Harbine Neden Girdik, Nasıl Girdik, Nasıl İdare Ettik",Tecelli Basımevi,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Otobiyografik Anlatılar,,Kazım Karabekir;Enver Paşa;Talat Paşa;Mustafa Kemal Atatürk;II.Wilhelm,Osmanlı İmparatorluğu;Osmanlı Ordusu,İstanbul,41.013611,28.955,Şehide ARMAN,text
hatirat_0277,İttihat ve Terakki Cemiyeti,İttihat ve Terakki Cemiyeti,Kazım Karabekir,2005,İttihat ve Terakki Cemiyeti,Emre Yayınları,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918);Cumhuriyet Dönemi,Kazım Karabekir;Enver Paşa;Talat Paşa;Mustafa Kemal Atatürk;Cemal Paşa,İttihat ve Terakki Cemiyeti;Osmanlı Ordusu;Osmanlı Hükümeti,İstanbul,41.013611,28.955,Şehide ARMAN,text
hatirat_0278,"İttihat ve Terakki Cemiyeti Neden Kuruldu, Nasıl Kuruldu, Nasıl İdare Olundu?","İttihat ve Terakki Cemiyeti Neden Kuruldu, Nasıl Kuruldu, Nasıl İdare Olundu?",Kazım Karabekir,1982,"İttihat ve Terakki Cemiyeti Neden Kuruldu, Nasıl Kuruldu, Nasıl İdare Olundu?",Türdav Ofset Tesisleri,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,,Kazım Karabekir;Enver Paşa;Talat Paşa;Cemal Paşa;II. Abdülhamit,İttihat ve Terakki Cemiyeti;Osmanlı Ordusu;Osmanlı Hükümeti;Alman İmparatorluğu,İstanbul,41.013611,28.955,Şehide ARMAN,text
hatirat_0279,Hayatım,Hayatım,Kazım Karabekir,2005,Hayatım,Emre Yayınları,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,,Kazım Karabekir;Mustafa Kemal Atatürk;Enver Paşa;Talat Paşa;Cemal Paşa;Ali Fuat Cebesoy;Refet Bele;Rauf Orbay,İttihat ve Terakki Cemiyeti;Kuvayi Milliye birlikleri;Cumhuriyet Halk Partisi (CHP),İstanbul,41.013611,28.955,Şehide ARMAN,text
